timestamp,value
2023-06-09 09:57:21,93,37,64,8
2023-06-09 09:57:22,27,24,1,54
2023-06-09 09:57:23,15,84,78,97
2023-06-09 09:57:24,84,65,92,35
2023-06-09 09:57:25,58,63,55,85
2023-06-09 09:57:26,94,51,11,24
2023-06-09 09:57:27,77,39,73,33
2023-06-09 09:57:28,46,85,10,64
2023-06-09 09:57:29,22,16,71,99
2023-06-09 09:57:30,57,33,48,62
2023-06-09 09:57:31,12,24,34,86
2023-06-09 09:57:32,89,100,74,47
2023-06-09 09:57:33,71,13,49,33
2023-06-09 09:57:34,18,47,57,61
2023-06-09 09:57:35,75,60,4,57
2023-06-09 09:57:36,10,56,24,86
2023-06-09 09:57:37,67,50,65,74
2023-06-09 09:57:38,52,91,87,57
2023-06-09 09:57:39,44,87,53,60
2023-06-09 09:57:40,66,32,39,48
2023-06-09 09:57:41,97,10,97,39
2023-06-09 09:57:42,65,23,100,72
2023-06-09 09:57:43,57,69,74,79
2023-06-09 09:57:44,52,10,59,54
2023-06-09 09:57:45,90,77,44,80
2023-06-09 09:57:46,51,56,54,93
2023-06-09 09:57:47,3,18,72,95
2023-06-09 09:57:48,19,82,53,28
2023-06-09 09:57:49,80,18,26,5
2023-06-09 09:57:50,28,77,40,41
2023-06-09 09:57:51,49,15,87,71
2023-06-09 09:57:52,23,71,74,59
2023-06-09 09:57:53,94,37,52,72
2023-06-09 09:57:54,15,24,3,44
2023-06-09 09:57:55,59,76,68,46
2023-06-09 09:57:56,53,94,61,32
2023-06-09 09:57:58,17,82,46,33
2023-06-09 09:57:59,20,18,80,49
2023-06-09 09:58:00,0,19,34,20
2023-06-09 09:58:01,10,45,49,24
2023-06-09 09:58:02,73,69,91,33
2023-06-09 09:58:03,62,55,47,86
2023-06-09 09:58:04,40,11,46,63
2023-06-09 09:58:05,81,90,11,83
2023-06-09 09:58:06,22,53,21,15
2023-06-09 09:58:07,70,62,95,49
2023-06-09 09:58:08,32,57,59,84
2023-06-09 09:58:09,100,10,40,22
2023-06-09 09:58:10,68,62,69,69
2023-06-09 09:58:11,70,26,9,61
2023-06-09 09:58:12,75,30,47,0
2023-06-09 09:58:13,21,33,11,100
2023-06-09 09:58:14,25,12,91,13
2023-06-09 09:58:15,9,9,40,50
2023-06-09 09:58:16,63,16,91,93
2023-06-09 09:58:17,55,0,57,41
2023-06-09 09:58:18,62,22,81,46
2023-06-09 09:58:19,8,99,17,16
2023-06-09 09:58:20,24,49,84,18
2023-06-09 09:58:21,6,35,35,98
2023-06-09 09:58:22,49,35,2,1
2023-06-09 09:58:23,50,93,65,54
2023-06-09 09:58:24,18,35,51,1
2023-06-09 09:58:25,99,19,71,20
2023-06-09 09:58:26,61,3,35,4
2023-06-09 09:58:27,5,39,80,25
2023-06-09 09:58:28,10,11,21,93
2023-06-09 09:58:29,25,26,76,76
2023-06-09 09:58:30,41,47,18,62
2023-06-09 09:58:31,28,78,57,86
2023-06-09 09:58:32,49,100,60,0
2023-06-09 09:58:33,89,96,7,0
2023-06-09 09:58:34,7,87,37,35
2023-06-09 09:58:35,10,63,86,100
2023-06-09 09:58:36,67,79,64,1
2023-06-09 09:58:37,68,18,5,8
2023-06-09 09:58:38,96,66,27,42
2023-06-09 09:58:39,41,0,47,54
2023-06-09 09:58:40,44,32,52,52
2023-06-09 09:58:41,67,3,73,60
2023-06-09 09:58:42,26,91,4,41
2023-06-09 09:58:43,65,50,68,1
2023-06-09 09:58:44,39,34,21,54
2023-06-09 09:58:45,7,11,58,96
2023-06-09 09:58:46,55,47,18,91
2023-06-09 09:58:47,66,35,48,50
2023-06-09 09:58:48,19,0,0,60
2023-06-09 09:58:49,27,27,75,49
2023-06-09 09:58:50,28,7,48,18
2023-06-09 09:58:51,11,26,65,26
2023-06-09 09:58:52,47,68,36,12
2023-06-09 09:58:53,53,50,64,70
2023-06-09 09:58:54,88,58,84,11
2023-06-09 09:58:55,82,78,87,93
2023-06-09 09:58:56,24,90,52,28
2023-06-09 09:58:57,52,70,39,95
2023-06-09 09:58:58,2,47,84,15
2023-06-09 09:58:59,67,49,4,31
2023-06-09 09:59:00,94,84,63,84
2023-06-09 09:59:01,97,44,35,17
2023-06-09 09:59:02,26,32,94,44
2023-06-09 09:59:03,78,59,2,4
2023-06-09 09:59:04,22,20,42,43
2023-06-09 09:59:05,71,17,30,14
2023-06-09 09:59:06,67,97,21,23
2023-06-09 09:59:07,43,87,77,42
2023-06-09 09:59:08,72,72,36,91
2023-06-09 09:59:09,90,73,70,83
2023-06-09 09:59:10,96,58,88,13
2023-06-09 09:59:11,46,94,14,33
2023-06-09 09:59:12,0,31,2,78
2023-06-09 09:59:13,39,10,75,88
2023-06-09 09:59:14,78,61,81,83
2023-06-09 09:59:15,82,49,65,1
2023-06-09 09:59:16,42,99,99,99
2023-06-09 09:59:17,66,46,43,63
2023-06-09 09:59:18,37,72,91,56
2023-06-09 09:59:19,92,46,45,54
2023-06-09 09:59:20,4,72,31,63
2023-06-09 09:59:21,96,58,87,92
2023-06-09 09:59:22,52,60,33,5
2023-06-09 09:59:23,13,12,45,7
2023-06-09 09:59:24,50,70,50,38
2023-06-09 09:59:25,41,51,87,75
2023-06-09 09:59:26,86,4,9,75
2023-06-09 09:59:27,29,87,12,88
2023-06-09 09:59:28,28,28,68,95
2023-06-09 09:59:29,100,88,22,4
2023-06-09 09:59:30,26,33,33,67
2023-06-09 09:59:31,15,93,46,75
2023-06-09 09:59:32,75,20,22,33
2023-06-09 09:59:33,97,69,97,72
2023-06-09 09:59:34,83,89,25,78
2023-06-09 09:59:35,10,93,55,4
2023-06-09 09:59:36,71,88,10,88
2023-06-09 09:59:37,58,65,61,66
2023-06-09 09:59:38,23,9,88,35
2023-06-09 09:59:39,18,88,84,47
2023-06-09 09:59:40,0,82,34,58
2023-06-09 09:59:41,61,10,70,26
2023-06-09 09:59:43,17,5,18,26
2023-06-09 09:59:44,51,17,12,59
2023-06-09 09:59:45,60,65,78,28
2023-06-09 09:59:46,70,100,24,70
2023-06-09 09:59:47,73,82,3,52
2023-06-09 09:59:48,86,92,78,11
2023-06-09 09:59:49,57,60,49,13
2023-06-09 09:59:50,57,30,13,59
2023-06-09 09:59:51,44,26,82,59
2023-06-09 09:59:52,45,17,37,69
2023-06-09 09:59:53,61,88,83,22
2023-06-09 09:59:54,83,41,73,66
2023-06-09 09:59:55,40,14,40,65
2023-06-09 09:59:56,42,99,21,29
2023-06-09 09:59:57,62,32,49,64
2023-06-09 09:59:58,76,49,2,76
2023-06-09 09:59:59,13,7,37,39
2023-06-09 10:00:00,78,7,32,3
2023-06-09 10:00:01,30,68,45,83
2023-06-09 10:00:02,47,62,95,83
2023-06-09 10:00:03,99,43,12,69
2023-06-09 10:00:04,100,16,96,69
2023-06-09 10:00:05,6,24,42,72
2023-06-09 10:00:06,91,33,9,90
2023-06-09 10:00:07,1,22,33,5
2023-06-09 10:00:08,70,66,84,46
2023-06-09 10:00:09,40,76,47,42
2023-06-09 10:00:10,77,8,4,88
2023-06-09 10:00:11,64,5,29,81
2023-06-09 10:00:12,61,28,38,83
2023-06-09 10:00:13,51,65,55,94
2023-06-09 10:00:14,36,12,52,62
2023-06-09 10:00:15,89,89,64,86
2023-06-09 10:00:16,52,32,75,74
2023-06-09 10:00:17,43,13,30,24
2023-06-09 10:00:18,41,47,25,22
2023-06-09 10:00:19,36,78,19,2
2023-06-09 10:00:20,30,24,97,53
2023-06-09 10:00:21,25,85,5,27
2023-06-09 10:00:22,14,51,28,31
2023-06-09 10:00:23,43,82,63,14
2023-06-09 10:00:24,26,33,8,93
2023-06-09 10:00:25,52,11,76,20
2023-06-09 10:00:26,64,87,74,55
2023-06-09 10:00:27,40,95,69,19
2023-06-09 10:00:28,62,57,7,62
2023-06-09 10:00:29,8,62,78,90
2023-06-09 10:00:30,13,23,78,57
2023-06-09 10:00:31,91,33,51,6
2023-06-09 10:00:32,21,50,59,70
2023-06-09 10:00:33,39,11,64,15
